date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:26:06	260116/260116	---M--	200	added ('OK')	image/jpeg	etag:%2254d860c6-3f814%22	http://themes.smartythemes.com/daniel/images/section2-bg.jpg	C:/My%20Web%20Sites/henribarret1/themes.smartythemes.com/daniel/images/section2-bg.jpg	(from http://themes.smartythemes.com/daniel/css/style.css)
17:26:09	504299/504299	---M--	200	added ('OK')	image/jpeg	etag:%2254d860c4-7b1eb%22	http://themes.smartythemes.com/daniel/images/bg.jpg	C:/My%20Web%20Sites/henribarret1/themes.smartythemes.com/daniel/images/bg.jpg	(from http://themes.smartythemes.com/daniel/css/style.css)
17:26:10	1683/1683	---M--	200	added ('OK')	image/png	etag:%2254d860c5-693%22	http://themes.smartythemes.com/daniel/images/mouse-down.png	C:/My%20Web%20Sites/henribarret1/themes.smartythemes.com/daniel/images/mouse-down.png	(from http://themes.smartythemes.com/daniel/css/style.css)
17:26:11	2755/2755	---M--	200	added ('OK')	image/png	etag:%2254d860c5-ac3%22	http://themes.smartythemes.com/daniel/images/services-icon-1.png	C:/My%20Web%20Sites/henribarret1/themes.smartythemes.com/daniel/images/services-icon-1.png	(from http://themes.smartythemes.com/daniel/css/style.css)
17:26:12	3143/3143	---M--	200	added ('OK')	image/png	etag:%2254d860c5-c47%22	http://themes.smartythemes.com/daniel/images/services-icon-2.png	C:/My%20Web%20Sites/henribarret1/themes.smartythemes.com/daniel/images/services-icon-2.png	(from http://themes.smartythemes.com/daniel/css/style.css)
17:26:13	3332/3332	---M--	200	added ('OK')	image/png	etag:%2254d860c5-d04%22	http://themes.smartythemes.com/daniel/images/services-icon-3.png	C:/My%20Web%20Sites/henribarret1/themes.smartythemes.com/daniel/images/services-icon-3.png	(from http://themes.smartythemes.com/daniel/css/style.css)
17:26:14	1908/1908	---M--	200	added ('OK')	image/png	etag:%2254d860c5-774%22	http://themes.smartythemes.com/daniel/images/slider_controls.png	C:/My%20Web%20Sites/henribarret1/themes.smartythemes.com/daniel/images/slider_controls.png	(from http://themes.smartythemes.com/daniel/css/style.css)
17:26:18	109779/109779	---M--	200	added ('OK')	image/jpeg	etag:%2254d860c5-1acd3%22	http://themes.smartythemes.com/daniel/images/section3-bg.jpg	C:/My%20Web%20Sites/henribarret1/themes.smartythemes.com/daniel/images/section3-bg.jpg	(from http://themes.smartythemes.com/daniel/css/style.css)
17:26:25	118770/118770	---M--	200	added ('OK')	image/jpeg	etag:%2254d860c6-1cff2%22	http://themes.smartythemes.com/daniel/images/section4-bg.jpg	C:/My%20Web%20Sites/henribarret1/themes.smartythemes.com/daniel/images/section4-bg.jpg	(from http://themes.smartythemes.com/daniel/css/style.css)
17:27:48	558302/558302	---M--	200	added ('OK')	image/jpeg	etag:%2254d860c8-884de%22	http://themes.smartythemes.com/daniel/images/bg/gal1_slide2.jpg	C:/My%20Web%20Sites/henribarret1/themes.smartythemes.com/daniel/images/bg/gal1_slide2.jpg	(from http://themes.smartythemes.com/daniel/css/style.css)
17:27:49	3793/3793	---MC-	424	error ('Failed%20Dependency')	text/html	date:Thu,%2012%20Mar%202020%2022:27:49%20GMT	http://themes.smartythemes.com/daniel/images/bg/gal2_slide1.jpg	C:/My%20Web%20Sites/henribarret1/themes.smartythemes.com/daniel/images/bg/gal2_slide1.2b.delayed	(from http://themes.smartythemes.com/daniel/css/style.css)
17:27:50	3793/3793	---MC-	424	error ('Failed%20Dependency')	text/html	date:Thu,%2012%20Mar%202020%2022:27:49%20GMT	http://themes.smartythemes.com/daniel/images/bg/gal2_slide2.jpg	C:/My%20Web%20Sites/henribarret1/themes.smartythemes.com/daniel/images/bg/gal2_slide2.jpg	(from http://themes.smartythemes.com/daniel/css/style.css)
17:27:50	3793/3793	---MC-	424	error ('Failed%20Dependency')	text/html	date:Thu,%2012%20Mar%202020%2022:27:49%20GMT	http://themes.smartythemes.com/daniel/images/bg/gal2_slide3.jpg	C:/My%20Web%20Sites/henribarret1/themes.smartythemes.com/daniel/images/bg/gal2_slide3.jpg	(from http://themes.smartythemes.com/daniel/css/style.css)
17:27:51	1796/1796	---M--	200	added ('OK')	image/png	etag:%2254d860c2-704%22	http://themes.smartythemes.com/daniel/images/demo-mousedown.png	C:/My%20Web%20Sites/henribarret1/themes.smartythemes.com/daniel/images/demo-mousedown.png	(from http://themes.smartythemes.com/daniel/css/style.css)
17:27:51	1528/1528	---M--	200	added ('OK')	image/png	etag:%2254d860c2-5f8%22	http://themes.smartythemes.com/daniel/images/demo-thumb-bg.png	C:/My%20Web%20Sites/henribarret1/themes.smartythemes.com/daniel/images/demo-thumb-bg.png	(from http://themes.smartythemes.com/daniel/css/style.css)
17:27:52	535124/535124	---M--	200	added ('OK')	image/jpeg	etag:%2254d860c8-82a54%22	http://themes.smartythemes.com/daniel/images/bg/gal1_slide3.jpg	C:/My%20Web%20Sites/henribarret1/themes.smartythemes.com/daniel/images/bg/gal1_slide3.jpg	(from http://themes.smartythemes.com/daniel/css/style.css)
17:28:03	706427/706427	---M--	200	added ('OK')	image/jpeg	etag:%2254d860c8-ac77b%22	http://themes.smartythemes.com/daniel/images/bg/gal1_slide1.jpg	C:/My%20Web%20Sites/henribarret1/themes.smartythemes.com/daniel/images/bg/gal1_slide1.jpg	(from http://themes.smartythemes.com/daniel/css/style.css)
17:28:52	1844061/1844061	---M--	200	added ('OK')	image/jpeg	etag:%2254d860c9-1c235d%22	http://themes.smartythemes.com/daniel/images/raindrops.jpg	C:/My%20Web%20Sites/henribarret1/themes.smartythemes.com/daniel/images/raindrops.jpg	(from http://themes.smartythemes.com/daniel/css/style.css)
17:29:45	2016295/2016295	---M--	200	added ('OK')	image/jpeg	etag:%2254d860c7-1ec427%22	http://themes.smartythemes.com/daniel/galaxy/images/stars-sky.jpg	C:/My%20Web%20Sites/henribarret1/themes.smartythemes.com/daniel/galaxy/images/stars-sky.jpg	(from http://themes.smartythemes.com/daniel/galaxy/css/galaxy.css)
